Country,Cumulative_Cases,Date,Recovered,Deaths,,,,,
Russian Federation,1,2003-06-23,0,0,,,,,
Singapore,206,2003-06-23,170,31,,,,,
South Africa,1,2003-06-23,0,1,,,,,
Spain,1,2003-06-23,1,0,,,,,
Sweden,3,2003-06-23,3,0,,,,,
Switzerland,1,2003-06-23,1,0,,,,,
Thailand,9,2003-06-23,7,2,,,,,
United Kingdom,4,2003-06-23,4,0,,,,,
United States,74,2003-06-23,36,0,,,,,
Viet Nam,63,2003-06-23,58,5,,,,,
Total,8459,2003-06-23,7324,805,,,,,
Australia,5,2003-06-24,5,0,,,,,
Brazil,3,2003-06-24,2,0,,,,,
Canada,249,2003-06-24,188,37,,,,,
China,5326,2003-06-24,4901,347,,,,,
"China, Hong Kong Special Administrative Region^4",1755,2003-06-24,1417,296,,,,,
"China, Macao Special Administrative Region",1,2003-06-24,1,0,,,,,
"China, Taiwan",687,2003-06-24,492,84,,,,,
Colombia,1,2003-06-24,1,0,,,,,
Finland,1,2003-06-24,1,0,,,,,
France,7,2003-06-24,6,0,,,,,
Germany,10,2003-06-24,9,0,,,,,
India,3,2003-06-24,3,0,,,,,
Indonesia,2,2003-06-24,2,0,,,,,
Italy,9,2003-06-24,9,0,,,,,
Kuwait,1,2003-06-24,1,0,,,,,
Malaysia,5,2003-06-24,3,2,,,,,
Mongolia,9,2003-06-24,9,0,,,,,
New Zealand,1,2003-06-24,1,0,,,,,
Philippines,14,2003-06-24,12,2,,,,,
Republic of Ireland,1,2003-06-24,1,0,,,,,
Republic of Korea,3,2003-06-24,3,0,,,,,
Romania,1,2003-06-24,1,0,,,,,
Russian Federation,1,2003-06-24,0,0,,,,,
Singapore,206,2003-06-24,170,31,,,,,
South Africa,1,2003-06-24,0,1,,,,,
Spain,1,2003-06-24,1,0,,,,,
Sweden,3,2003-06-24,3,0,,,,,
Switzerland,1,2003-06-24,1,0,,,,,
Thailand,9,2003-06-24,7,2,,,,,
United Kingdom,4,2003-06-24,4,0,,,,,
United States,75,2003-06-24,36,0,,,,,
Viet Nam,63,2003-06-24,58,5,,,,,
Total,8458,2003-06-24,7348,807,,,,,
Australia,5,2003-06-25,5,0,,,,,
Brazil,3,2003-06-25,2,0,,,,,
Canada,250,2003-06-25,188,37,,,,,
China,5327,2003-06-25,4916,348,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003-06-25,1419,296,,,,,
"China, Macao Special Administrative Region",1,2003-06-25,1,0,,,,,
"China, Taiwan",686,2003-06-25,492,84,,,,,
Colombia,1,2003-06-25,1,0,,,,,
Finland,1,2003-06-25,1,0,,,,,
France,7,2003-06-25,6,0,,,,,
Germany,10,2003-06-25,9,0,,,,,
India,3,2003-06-25,3,0,,,,,
Indonesia,2,2003-06-25,2,0,,,,,
Italy,9,2003-06-25,9,0,,,,,
Japan,1,2003-06-25,0,0,,,,,
Kuwait,1,2003-06-25,1,0,,,,,
Malaysia,5,2003-06-25,3,2,,,,,
Mongolia,9,2003-06-25,9,0,,,,,
New Zealand,1,2003-06-25,1,0,,,,,
Philippines,14,2003-06-25,12,2,,,,,
Republic of Ireland,1,2003-06-25,1,0,,,,,
Republic of Korea,3,2003-06-25,3,0,,,,,
Romania,1,2003-06-25,1,0,,,,,
Russian Federation,1,2003-06-25,0,0,,,,,
Singapore,206,2003-06-25,170,31,,,,,
South Africa,1,2003-06-25,0,1,,,,,
Spain,1,2003-06-25,1,0,,,,,
Sweden,3,2003-06-25,3,0,,,,,
Switzerland,1,2003-06-25,1,0,,,,,
Thailand,9,2003-06-25,7,2,,,,,
United Kingdom,4,2003-06-25,4,0,,,,,
United States,75,2003-06-25,36,0,,,,,
Viet Nam,63,2003-06-25,58,5,,,,,
Total,8460,2003-06-25,7365,808,,,,,
Australia,5,2003-06-26,5,0,,,,,
Brazil,3,2003-06-26,2,0,,,,,
Canada,251,2003-06-26,190,37,,,,,
China,5327,2003-06-26,4921,348,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003-06-26,1419,296,,,,,
"China, Macao Special Administrative Region",1,2003-06-26,1,0,,,,,
"China, Taiwan",682,2003-06-26,491,84,,,,,
Colombia,1,2003-06-26,1,0,,,,,
Finland,1,2003-06-26,1,0,,,,,
France,7,2003-06-26,6,0,,,,,
Germany,10,2003-06-26,9,0,,,,,
India,3,2003-06-26,3,0,,,,,
Indonesia,2,2003-06-26,2,0,,,,,
Italy,9,2003-06-26,9,0,,,,,
Japan,1,2003-06-26,0,0,,,,,
Kuwait,1,2003-06-26,1,0,,,,,
Malaysia,5,2003-06-26,3,2,,,,,
Mongolia,9,2003-06-26,9,0,,,,,
New Zealand,1,2003-06-26,1,0,,,,,
Philippines,14,2003-06-26,12,2,,,,,
Republic of Ireland,1,2003-06-26,1,0,,,,,
Republic of Korea,3,2003-06-26,3,0,,,,,
Romania,1,2003-06-26,1,0,,,,,
Russian Federation,1,2003-06-26,0,0,,,,,
Singapore,206,2003-06-26,170,32,,,,,
South Africa,1,2003-06-26,0,1,,,,,
Spain,1,2003-06-26,1,0,,,,,
Sweden,3,2003-06-26,3,0,,,,,
Switzerland,1,2003-06-26,1,0,,,,,
Thailand,9,2003-06-26,7,2,,,,,
United Kingdom,4,2003-06-26,4,0,,,,,
United States,74,2003-06-26,36,0,,,,,
Viet Nam,63,2003-06-26,58,5,,,,,
Total,8456,2003-06-26,7371,809,,,,,
Australia,5,2003-06-27,5,0,,,,,
Brazil,3,2003-06-27,2,0,,,,,
Canada,251,2003-06-27,191,37,,,,,
China,5327,2003-06-27,4921,348,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003-06-27,1422,297,,,,,
"China, Macao Special Administrative Region",1,2003-06-27,1,0,,,,,
"China, Taiwan",681,2003-06-27,492,84,,,,,
Colombia,1,2003-06-27,1,0,,,,,
Finland,1,2003-06-27,1,0,,,,,
France,7,2003-06-27,6,0,,,,,
Germany,10,2003-06-27,9,0,,,,,
India,3,2003-06-27,3,0,,,,,
Indonesia,2,2003-06-27,2,0,,,,,
Italy,5,2003-06-27,5,0,,,,,
Kuwait,1,2003-06-27,1,0,,,,,
Malaysia,5,2003-06-27,3,2,,,,,
Mongolia,9,2003-06-27,9,0,,,,,
New Zealand,1,2003-06-27,1,0,,,,,
Philippines,14,2003-06-27,12,2,,,,,
Republic of Ireland,1,2003-06-27,1,0,,,,,
Republic of Korea,3,2003-06-27,3,0,,,,,
Romania,1,2003-06-27,1,0,,,,,
Russian Federation,1,2003-06-27,0,0,,,,,
Singapore,206,2003-06-27,171,32,,,,,
South Africa,1,2003-06-27,0,1,,,,,
Spain,1,2003-06-27,1,0,,,,,
Sweden,3,2003-06-27,3,0,,,,,
Switzerland,1,2003-06-27,1,0,,,,,
Thailand,9,2003-06-27,7,2,,,,,
United Kingdom,4,2003-06-27,4,0,,,,,
United States,74,2003-06-27,64,0,,,,,
Viet Nam,63,2003-06-27,58,5,,,,,
Total,8450,2003-06-27,7401,810,,,,,
Australia,5,2003-06-30,5,0,,,,,
Brazil,3,2003-06-30,2,0,,,,,
Canada,252,2003-06-30,192,37,,,,,
China,5327,2003-06-30,4927,348,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003-06-30,1429,298,,,,,
"China, Macao Special Administrative Region",1,2003-06-30,1,0,,,,,
"China, Taiwan",678,2003-06-30,495,84,,,,,
Colombia,1,2003-06-30,1,0,,,,,
Finland,1,2003-06-30,1,0,,,,,
France,7,2003-06-30,6,0,,,,,
Germany,10,2003-06-30,9,0,,,,,
India,3,2003-06-30,3,0,,,,,
Indonesia,2,2003-06-30,2,0,,,,,
Italy,5,2003-06-30,5,0,,,,,
Kuwait,1,2003-06-30,1,0,,,,,
Malaysia,5,2003-06-30,3,2,,,,,
Mongolia,9,2003-06-30,9,0,,,,,
New Zealand,1,2003-06-30,1,0,,,,,
Philippines,14,2003-06-30,12,2,,,,,
Republic of Ireland,1,2003-06-30,1,0,,,,,
Republic of Korea,3,2003-06-30,3,0,,,,,
Romania,1,2003-06-30,1,0,,,,,
Russian Federation,1,2003-06-30,0,0,,,,,
Singapore,206,2003-06-30,171,32,,,,,
South Africa,1,2003-06-30,0,1,,,,,
Spain,1,2003-06-30,1,0,,,,,
Sweden,3,2003-06-30,3,0,,,,,
Switzerland,1,2003-06-30,1,0,,,,,
Thailand,9,2003-06-30,7,2,,,,,
United Kingdom,4,2003-06-30,4,0,,,,,
United States,73,2003-06-30,63,0,,,,,
Viet Nam,63,2003-06-30,58,5,,,,,
Total,8447,2003-06-30,7417,811,,,,,
Australia,5,2003-07-01,5,0,,,,,
Brazil,1,2003-07-01,1,0,,,,,
Canada,252,2003-07-01,192,38,,,,,
China,5327,2003-07-01,4930,348,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003-07-01,1429,298,,,,,
"China, Macao Special Administrative Region",1,2003-07-01,1,0,,,,,
"China, Taiwan",678,2003-07-01,498,84,,,,,
Colombia,1,2003-07-01,1,0,,,,,
Finland,1,2003-07-01,1,0,,,,,
France,7,2003-07-01,6,0,,,,,
Germany,10,2003-07-01,9,0,,,,,
India,3,2003-07-01,3,0,,,,,
Indonesia,2,2003-07-01,2,0,,,,,
Italy,5,2003-07-01,5,0,,,,,
Kuwait,1,2003-07-01,1,0,,,,,
Malaysia,5,2003-07-01,3,2,,,,,
Mongolia,9,2003-07-01,9,0,,,,,
New Zealand,1,2003-07-01,1,0,,,,,
Philippines,14,2003-07-01,12,2,,,,,
Republic of Ireland,1,2003-07-01,1,0,,,,,
Republic of Korea,3,2003-07-01,3,0,,,,,
Romania,1,2003-07-01,1,0,,,,,
Russian Federation,1,2003-07-01,0,0,,,,,
Singapore,206,2003-07-01,171,32,,,,,
South Africa,1,2003-07-01,0,1,,,,,
Spain,1,2003-07-01,1,0,,,,,
Sweden,3,2003-07-01,3,0,,,,,
Switzerland,1,2003-07-01,1,0,,,,,
Thailand,9,2003-07-01,7,2,,,,,
United Kingdom,4,2003-07-01,4,0,,,,,
United States,73,2003-07-01,63,0,,,,,
Viet Nam,63,2003-07-01,58,5,,,,,
Total,8445,2003-07-01,7422,812,,,,,
Australia,5,2003-07-02,5,0,,,,,
Brazil,1,2003-07-02,1,0,,,,,
Canada,252,2003-07-02,192,38,,,,,
China,5327,2003-07-02,4933,348,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003-07-02,1429,298,,,,,
"China, Macao Special Administrative Region",1,2003-07-02,1,0,,,,,
"China, Taiwan",676,2003-07-02,498,84,,,,,
Colombia,1,2003-07-02,1,0,,,,,
Finland,1,2003-07-02,1,0,,,,,
France,7,2003-07-02,6,0,,,,,
Germany,10,2003-07-02,9,0,,,,,
India,3,2003-07-02,3,0,,,,,
Indonesia,2,2003-07-02,2,0,,,,,
Italy,4,2003-07-02,4,0,,,,,
Kuwait,1,2003-07-02,1,0,,,,,
Malaysia,5,2003-07-02,3,2,,,,,
Mongolia,9,2003-07-02,9,0,,,,,
New Zealand,1,2003-07-02,1,0,,,,,
Philippines,14,2003-07-02,12,2,,,,,
Republic of Ireland,1,2003-07-02,1,0,,,,,
Republic of Korea,3,2003-07-02,3,0,,,,,
Romania,1,2003-07-02,1,0,,,,,
Russian Federation,1,2003-07-02,0,0,,,,,
Singapore,206,2003-07-02,171,32,,,,,
South Africa,1,2003-07-02,0,1,,,,,
Spain,1,2003-07-02,1,0,,,,,
Sweden,3,2003-07-02,3,0,,,,,
Switzerland,1,2003-07-02,1,0,,,,,
Thailand,9,2003-07-02,7,2,,,,,
United Kingdom,4,2003-07-02,4,0,,,,,
United States,73,2003-07-02,63,0,,,,,
Viet Nam,63,2003-07-02,58,5,,,,,
Total,8442,2003-07-02,7424,812,,,,,
Australia,5,2003-07-03,5,0,,,,,
Brazil,1,2003-07-03,1,0,,,,,
Canada,251,2003-07-03,193,38,,,,,
China,5327,2003-07-03,4933,348,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003-07-03,1429,298,,,,,
"China, Macao Special Administrative Region",1,2003-07-03,1,0,,,,,
"China, Taiwan",674,2003-07-03,498,84,,,,,
Colombia,1,2003-07-03,1,0,,,,,
Finland,1,2003-07-03,1,0,,,,,
France,7,2003-07-03,6,0,,,,,
Germany,10,2003-07-03,9,0,,,,,
India,3,2003-07-03,3,0,,,,,
Indonesia,2,2003-07-03,2,0,,,,,
Italy,4,2003-07-03,4,0,,,,,
Kuwait,1,2003-07-03,1,0,,,,,
Malaysia,5,2003-07-03,3,2,,,,,
Mongolia,9,2003-07-03,9,0,,,,,
New Zealand,1,2003-07-03,1,0,,,,,
Philippines,14,2003-07-03,12,2,,,,,
Republic of Ireland,1,2003-07-03,1,0,,,,,
Republic of Korea,3,2003-07-03,3,0,,,,,
Romania,1,2003-07-03,1,0,,,,,
Russian Federation,1,2003-07-03,0,0,,,,,
Singapore,206,2003-07-03,171,32,,,,,
South Africa,1,2003-07-03,0,1,,,,,
Spain,1,2003-07-03,1,0,,,,,
Sweden,3,2003-07-03,3,0,,,,,
Switzerland,1,2003-07-03,1,0,,,,,
Thailand,9,2003-07-03,7,2,,,,,
United Kingdom,4,2003-07-03,4,0,,,,,
United States,73,2003-07-03,65,0,,,,,
Viet Nam,63,2003-07-03,58,5,,,,,
Total,8439,2003-07-03,7427,812,,,,,
Australia,5,2003-07-04,5,0,,,,,
Brazil,1,2003-07-04,1,0,,,,,
Canada,251,2003-07-04,193,38,,,,,
China,5327,2003-07-04,4934,348,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003-07-04,1430,298,,,,,
"China, Macao Special Administrative Region",1,2003-07-04,1,0,,,,,
"China, Taiwan",674,2003-07-04,500,84,,,,,
Colombia,1,2003-07-04,1,0,,,,,
Finland,1,2003-07-04,1,0,,,,,
France,7,2003-07-04,6,0,,,,,
Germany,10,2003-07-04,9,0,,,,,
India,3,2003-07-04,3,0,,,,,
Indonesia,2,2003-07-04,2,0,,,,,
Italy,4,2003-07-04,4,0,,,,,
Kuwait,1,2003-07-04,1,0,,,,,
Malaysia,5,2003-07-04,3,2,,,,,
Mongolia,9,2003-07-04,9,0,,,,,
New Zealand,1,2003-07-04,1,0,,,,,
Philippines,14,2003-07-04,12,2,,,,,
Republic of Ireland,1,2003-07-04,1,0,,,,,
Republic of Korea,3,2003-07-04,3,0,,,,,
Romania,1,2003-07-04,1,0,,,,,
Russian Federation,1,2003-07-04,0,0,,,,,
Singapore,206,2003-07-04,171,32,,,,,
South Africa,1,2003-07-04,0,1,,,,,
Spain,1,2003-07-04,1,0,,,,,
Sweden,3,2003-07-04,3,0,,,,,
Switzerland,1,2003-07-04,1,0,,,,,
Thailand,9,2003-07-04,7,2,,,,,
United Kingdom,4,2003-07-04,4,0,,,,,
United States,73,2003-07-04,65,0,,,,,
Viet Nam,63,2003-07-04,58,5,,,,,
Total,8439,2003-07-04,7431,812,,,,,
Australia,5,2003-07-07,5,0,,,,,
Brazil,1,2003-07-07,1,0,,,,,
Canada,251,2003-07-07,193,38,,,,,
China,5327,2003-07-07,4934,348,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003-07-07,1430,298,,,,,
"China, Macao Special Administrative Region",1,2003-07-07,1,0,,,,,
"China, Taiwan",674,2003-07-07,500,84,,,,,
Colombia,1,2003-07-07,1,0,,,,,
Finland,1,2003-07-07,1,0,,,,,
France,7,2003-07-07,6,0,,,,,
Germany,10,2003-07-07,9,0,,,,,
India,3,2003-07-07,3,0,,,,,
Indonesia,2,2003-07-07,2,0,,,,,
Italy,4,2003-07-07,4,0,,,,,
Kuwait,1,2003-07-07,1,0,,,,,
Malaysia,5,2003-07-07,3,2,,,,,
Mongolia,9,2003-07-07,9,0,,,,,
New Zealand,1,2003-07-07,1,0,,,,,
Philippines,14,2003-07-07,12,2,,,,,
Republic of Ireland,1,2003-07-07,1,0,,,,,
Republic of Korea,3,2003-07-07,3,0,,,,,
Romania,1,2003-07-07,1,0,,,,,
Russian Federation,1,2003-07-07,0,0,,,,,
Singapore,206,2003-07-07,171,32,,,,,
South Africa,1,2003-07-07,0,1,,,,,
Spain,1,2003-07-07,1,0,,,,,
Sweden,3,2003-07-07,3,0,,,,,
Switzerland,1,2003-07-07,1,0,,,,,
Thailand,9,2003-07-07,7,2,,,,,
United Kingdom,4,2003-07-07,4,0,,,,,
United States,73,2003-07-07,65,0,,,,,
Viet Nam,63,2003-07-07,58,5,,,,,
Total,8439,2003-07-07,7431,812,,,,,
Australia,5,2003-07-08,5,0,,,,,
Brazil,1,2003-07-08,1,0,,,,,
Canada,250,2003-07-08,194,38,,,,,
China,5327,2003-07-08,4934,348,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003-07-08,1430,298,,,,,
"China, Macao Special Administrative Region",1,2003-07-08,1,0,,,,,
"China, Taiwan",671,2003-07-08,502,84,,,,,
Colombia,1,2003-07-08,1,0,,,,,
Finland,1,2003-07-08,1,0,,,,,
France,7,2003-07-08,6,0,,,,,
Germany,10,2003-07-08,9,0,,,,,
India,3,2003-07-08,3,0,,,,,
Indonesia,2,2003-07-08,2,0,,,,,
Italy,4,2003-07-08,4,0,,,,,
Kuwait,1,2003-07-08,1,0,,,,,
Malaysia,5,2003-07-08,3,2,,,,,
Mongolia,9,2003-07-08,9,0,,,,,
New Zealand,1,2003-07-08,1,0,,,,,
Philippines,14,2003-07-08,12,2,,,,,
Republic of Ireland,1,2003-07-08,1,0,,,,,
Republic of Korea,3,2003-07-08,3,0,,,,,
Romania,1,2003-07-08,1,0,,,,,
Russian Federation,1,2003-07-08,0,0,,,,,
Singapore,206,2003-07-08,171,32,,,,,
South Africa,1,2003-07-08,0,1,,,,,
Spain,1,2003-07-08,1,0,,,,,
Sweden,3,2003-07-08,3,0,,,,,
Switzerland,1,2003-07-08,1,0,,,,,
Thailand,9,2003-07-08,7,2,,,,,
United Kingdom,4,2003-07-08,4,0,,,,,
United States,74,2003-07-08,64,0,,,,,
Viet Nam,63,2003-07-08,58,5,,,,,
Total,8436,2003-07-08,7433,812,,,,,
Australia,5,2003-07-09,5,0,,,,,
Brazil,1,2003-07-09,1,0,,,,,
Canada,249,2003-07-09,193,38,,,,,
China,5327,2003-07-09,4939,348,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003-07-09,1431,298,,,,,
"China, Macao Special Administrative Region",1,2003-07-09,1,0,,,,,
"China, Taiwan",671,2003-07-09,504,84,,,,,
Colombia,1,2003-07-09,1,0,,,,,
Finland,1,2003-07-09,1,0,,,,,
France,7,2003-07-09,6,0,,,,,
Germany,10,2003-07-09,9,0,,,,,
India,3,2003-07-09,3,0,,,,,
Indonesia,2,2003-07-09,2,0,,,,,
Italy,4,2003-07-09,4,0,,,,,
Kuwait,1,2003-07-09,1,0,,,,,
Malaysia,5,2003-07-09,3,2,,,,,
Mongolia,9,2003-07-09,9,0,,,,,
New Zealand,1,2003-07-09,1,0,,,,,
Philippines,14,2003-07-09,12,2,,,,,
Republic of Ireland,1,2003-07-09,1,0,,,,,
Republic of Korea,3,2003-07-09,3,0,,,,,
Romania,1,2003-07-09,1,0,,,,,
Russian Federation,1,2003-07-09,0,0,,,,,
Singapore,206,2003-07-09,171,32,,,,,
South Africa,1,2003-07-09,0,1,,,,,
Spain,1,2003-07-09,1,0,,,,,
Sweden,3,2003-07-09,3,0,,,,,
Switzerland,1,2003-07-09,1,0,,,,,
Thailand,9,2003-07-09,7,2,,,,,
United Kingdom,4,2003-07-09,4,0,,,,,
United States,75,2003-07-09,67,0,,,,,
Viet Nam,63,2003-07-09,58,5,,,,,
Total,8436,2003-07-09,7443,812,,,,,
Australia,5,2003-07-10,5,0,,,,,
Brazil,1,2003-07-10,1,0,,,,,
Canada,250,2003-07-10,194,38,,,,,
China,5327,2003-07-10,4941,348,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003-07-10,1431,298,,,,,
"China, Macao Special Administrative Region",1,2003-07-10,1,0,,,,,
"China, Taiwan",671,2003-07-10,506,84,,,,,
Colombia,1,2003-07-10,1,0,,,,,
Finland,1,2003-07-10,1,0,,,,,
France,7,2003-07-10,6,0,,,,,
Germany,10,2003-07-10,9,0,,,,,
India,3,2003-07-10,3,0,,,,,
Indonesia,2,2003-07-10,2,0,,,,,
Italy,4,2003-07-10,4,0,,,,,
Kuwait,1,2003-07-10,1,0,,,,,
Malaysia,5,2003-07-10,3,2,,,,,
Mongolia,9,2003-07-10,9,0,,,,,
New Zealand,1,2003-07-10,1,0,,,,,
Philippines,14,2003-07-10,12,2,,,,,
Republic of Ireland,1,2003-07-10,1,0,,,,,
Republic of Korea,3,2003-07-10,3,0,,,,,
Romania,1,2003-07-10,1,0,,,,,
Russian Federation,1,2003-07-10,0,0,,,,,
Singapore,206,2003-07-10,172,32,,,,,
South Africa,1,2003-07-10,0,1,,,,,
Spain,1,2003-07-10,1,0,,,,,
Sweden,3,2003-07-10,3,0,,,,,
Switzerland,1,2003-07-10,1,0,,,,,
Thailand,9,2003-07-10,7,2,,,,,
United Kingdom,4,2003-07-10,4,0,,,,,
United States,75,2003-07-10,67,0,,,,,
Viet Nam,63,2003-07-10,58,5,,,,,
Total,8437,2003-07-10,7449,812,,,,,
Australia,5,2003-07-11,5,0,,,,,
Brazil,1,2003-07-11,1,0,,,,,
Canada,250,2003-07-11,194,38,,,,,
China,5327,2003-07-11,4941,348,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003-07-11,1433,298,,,,,
"China, Macao Special Administrative Region",1,2003-07-11,1,0,,,,,
"China, Taiwan",671,2003-07-11,507,84,,,,,
Colombia,1,2003-07-11,1,0,,,,,
Finland,1,2003-07-11,1,0,,,,,
France,7,2003-07-11,6,1,,,,,
Germany,10,2003-07-11,9,0,,,,,
India,3,2003-07-11,3,0,,,,,
Indonesia,2,2003-07-11,2,0,,,,,
Italy,4,2003-07-11,4,0,,,,,
Kuwait,1,2003-07-11,1,0,,,,,
Malaysia,5,2003-07-11,3,2,,,,,
Mongolia,9,2003-07-11,9,0,,,,,
New Zealand,1,2003-07-11,1,0,,,,,
Philippines,14,2003-07-11,12,2,,,,,
Republic of Ireland,1,2003-07-11,1,0,,,,,
Republic of Korea,3,2003-07-11,3,0,,,,,
Romania,1,2003-07-11,1,0,,,,,
Russian Federation,1,2003-07-11,0,0,,,,,
Singapore,206,2003-07-11,172,32,,,,,
South Africa,1,2003-07-11,0,1,,,,,
Spain,1,2003-07-11,1,0,,,,,
Sweden,3,2003-07-11,3,0,,,,,
Switzerland,1,2003-07-11,1,0,,,,,
Thailand,9,2003-07-11,7,2,,,,,
United Kingdom,4,2003-07-11,4,0,,,,,
United States,75,2003-07-11,67,0,,,,,
Viet Nam,63,2003-07-11,58,5,,,,,
Total,8437,2003-07-11,7452,813,,,,,
